idx,tag,n_tokens,mse,nmse,fve,reward,extracted,cjk,explanation
10,base,124,0.2045184075832367,0.3050857863567839,0.694914213643216,-0.2045184075832367,True,0.0,"Direct quote from Steve Wynn is mid-sentence, requiring grammatical and thematic completion — likely praising his involvement or legacy at Cirque du Soleil.  The celebratory/biographical narrative arc frames Wynn as a figure whose creative contributions and personal life are being honored, setting expectations for positive, laudatory language.  Final token ""that"" opens a relative clause modifying ""the company,"" immediately requiring a verb phrase describing what the company does, has done, or represents — e.g., ""that has inspired me"" or ""that I founded."""
11,base,124,0.5191317200660706,0.7744031987665864,0.22559680123341364,-0.5191317200660706,True,0.0,"Medical article explaining the coronavirus, establishing scientific rigor with detailed mechanisms of transmission. Formal informational tone maintained throughout.  Narrative momentum: the article has outlined transmission mechanisms (airborne/aerosol, contaminated surfaces) and is now expanding on surface transmission specifics, building toward completing a claim about the virus surviving on materials.  Final token ""capable"" ends mid-sentence describing what the virus was able to do — grammatically requires a verb complement immediately, most likely ""of surviving"" or ""of spreading"" on surfaces, continuing the established pattern of paired findings."
12,base,132,0.8222134709358215,1.2265186605831775,-0.2265186605831775,-0.8222134709358215,True,0.0,"Structured religious devotion content with consistent verse-by-verse commentary pattern, moving through Psalms sequentially, establishing strong genre expectations for continued Bible commentary.  The devotional commentary format pairs verse references with personal, reflective commentary, maintaining an accessible spiritual register throughout (e.g., ""We all live this, don't we?"" ""We all have these moments"").  The final line ""When shall my heart and my soul be calm? When shall my soul find rest?"" presents two parallel rhetorical questions requiring an answer; the pattern strongly predicts an immediately following response or elaborating commentary explaining how God answers such longing."
13,base,138,0.34139084815979004,0.5092622057672225,0.4907377942327775,-0.34139084815979004,True,0.0,"Ongoing survey methodology description: report is detailing survey parameters (sample size, recruitment, response rate), building toward demographic breakdowns and response categories.  Narrative momentum: the sentence ending ""with first generation"" is mid-clause, likely continuing demographic segmentation (e.g., ""immigrants"" or ""canadians"") followed by further detail about response rates by population group.  Final token ""generation"" is the end of a noun phrase ""first generation [immigrants]"" or similar, syntactically requiring a noun to complete it — most likely ""immigrants"" — before the sentence continues with further response-rate demographic breakdowns."
14,base,100,0.28844380378723145,0.4302796297802893,0.5697203702197107,-0.28844380378723145,True,0.0,"Formal government/municipal communications style maintained throughout, with institutional register for public service announcements.  Narrative momentum building toward a helpful resolution: after establishing the issue of missing library access and offering to help, a solution or contact instruction is expected.  Final fragment ""We'll help you"" is an incomplete transitive clause mid-thought, immediately requiring a direct object or adverb phrase specifying what assistance will be provided or how to proceed."
15,base,118,0.21607115864753723,0.3223193458426304,0.6776806541573697,-0.21607115864753723,True,0.0,"Product listing format for handmade jewelry, describing materials/origin of each item in a numbered list pattern (items 1–4 so far).  The text follows a consistent structure: product name, origin, materials, then detailed description — establishing expectations for completing item 4's description.  ""Holli's Hand"" is a proper noun mid-construction, almost certainly the beginning of ""Holli's Handmade"" or ""Holli's Handcrafted,"" a brand name requiring immediate completion of this hyphenated word/phrase."
16,base,119,0.15220950543880463,0.22705514484741707,0.7729448551525829,-0.15220950543880463,True,0.0,"Promotional/informational app store listing pattern: repetitive ""Download"" call-to-action signals a template-style description block.  Game description narrative momentum: after listing features (""different animals, interesting situations""), a positive outcome or benefit is expected, completing the ""fun and [adjective/noun]"" phrase.  Final token ""and"" is a coordinating conjunction mid-phrase, requiring a parallel adjective or noun (e.g., ""challenge,"" ""excitement,"" ""rewards"") to complete the compound descriptor in the game's description."
17,base,103,0.3548661470413208,0.5293636832050973,0.4706363167949027,-0.3548661470413208,True,0.0,"Ongoing direct quote from Oregon governor Brown establishes a policy speech pattern, requiring continuation of formal political rhetoric.  The speech emphasizes balancing growth and preservation, suggesting next text will elaborate on shared Oregon values and future planning.  Final token ""all"" ends mid-sentence within a subordinate clause (""all of us all""), requiring a verb or adjective continuation like ""want to protect"" or ""believe in,"" completing the shared-values argument central to the policy vision."
18,base,133,0.37098848819732666,0.5534138270900213,0.4465861729099787,-0.37098848819732666,True,0.0,"Book review genre following a structured evaluative framework (plot, characters, prose, recommendation), now moving to author bio/credits section. The pattern ""This is a review... of..."" signals formal review structure, with the author bio now introduced.  The sentence beginning ""This is a review"" transitions into an author bio, requiring completion of the biography sentence — specifically Edmund D. Moreau's name and description.  Final token ""Edmund"" is part of a bio introduction mid-sentence, immediately requiring his full surname (""D. Moreau"") and subsequent biographical description of the author's background."
19,base,122,0.7235517501831055,1.079342232725918,-0.0793422327259179,-0.7235517501831055,True,0.0,"Blog/article aggregation format with labeled sections (""Latest,"" ""Related Articles,"" ""Most Viewed"") repeating throughout, establishing a clear template for content listing.  List continuation pattern: ""Most Viewed"" section is mid-sequence, with multiple articles listed in descending order by views, requiring more entries to complete the series.  Final token ""Lom"" is a partial word, almost certainly ""Lomoc"" (Lomocash), the recurring article title from the first post, requiring completion of that word before the truncated article title can continue."
20,base,133,0.9075840711593628,1.3538683549638633,-0.35386835496386326,-0.9075840711593628,True,0.0,"Numerical completion in progress: the text is mid-sentence describing the 40-point reward, requiring the full redemption threshold (e.g., ""40 points to redeem"").  Promotional/retail marketing copy style: formal brand messaging with specific figures (""80 points,"" ""15000 points,"" ""21000 points"") drives continuation with similar concrete rewards or redemption terms.  Final token ""to"" is a preposition completing ""40 points to,"" immediately requiring a verb or noun phrase describing what happens next, most likely ""redeem"" or ""earn."""
21,base,159,0.20090633630752563,0.29969755935781045,0.7003024406421896,-0.20090633630752563,True,0.0,"Celebrity biography/promotional press release pattern establishes formal description tone throughout. The text follows a structured profile format introducing credentials and background.  Narrative momentum: a list of career achievements is being enumerated; the phrase ""from the most iconic pop hits to the biggest"" promises a contrasting musical category (e.g., ""hits"" completes the contrast, implying something broader like ""rock hits"" or ""world music"").  Final token ""biggest"" is the second part of a parallel construction (""the most iconic pop hits to the biggest""), syntactically demanding a noun phrase or adjective to complete the contrast, almost certainly referencing another genre or scale (e.g., ""biggest rock hits"" or ""biggest world music chart-toppers"")."
22,base,110,0.16503573954105377,0.24618839433493955,0.7538116056650604,-0.16503573954105377,True,0.0,"Marketing/product description genre with promotional language (""excellent,"" ""unique,"" ""visually appealing"") driving continuation of feature elaboration.  List-like enumeration of brand features: product description structure promises to continue detailing visual, functional, and sensory attributes of the packaging.  Final token ""are"" begins a predicate completing ""product features are,"" requiring immediate continuation of a verb phrase describing what features do — e.g., ""highlighted,"" ""communicated,"" or ""made visible"" through design elements."
23,base,156,0.6999609470367432,1.044151176753282,-0.04415117675328206,-0.6999609470367432,True,0.0,"SQL query result pattern: structured query showing a joined table `ims_ticket_446556874180010806` with fields like `ims_workflow`, `ims_issuetypes`, `ims_ticket` — next tokens likely continue this table or output.  List continuation: ""ims_ticket"" appears multiple times in column names, suggesting a pattern of `ims_prefix` repeated, possibly completing another column reference.  Final token `ims_issuetypes` is a partial SQL column alias, part of a joined table definition; immediate next tokens are likely another comma-separated column, table name, or query continuation like `as` or a `from` clause."
24,base,122,0.3904116451740265,0.5823878895707103,0.4176121104292897,-0.3904116451740265,True,0.0,"Political policy advocacy speech pattern: formal legislative/proclamation language urging action with rhetorical devices and repeated emphasis on urgency (""urgent need,"" ""imperative"").  Narrative momentum toward justification: the ""considering"" clause opens a causal or conditional argument, requiring explanation of why vaccination is more urgent now than earlier.  Final token ""considering"" is a subordinating conjunction beginning a clause that must immediately provide a specific context, reason, or statistic (e.g., demographic data, disease trends, or current crisis), consistent with the urgent tone established."
25,base,139,0.28459396958351135,0.42453672522091773,0.5754632747790822,-0.28459396958351135,True,0.0,"Scientific abstract metadata format — fields like Journal, Volume, Authors, Abstract, Keywords, Pages follow structured academic conventions.  Bibliographic record listing expected: ""Publishing Date"" field requires a specific date (e.g., ""2021"", ""2021-12-01"") in a standardized date format, continuing the metadata table structure.  ""Publishing Date"" is the final metadata field label, directly requiring its corresponding value — a year, date, or month-year (e.g., ""2021"", ""December 2021"") to complete the bibliographic entry."
26,base,134,0.24229910969734192,0.36144430855436216,0.6385556914456378,-0.24229910969734192,True,0.0,"Scientific explanation momentum: the paragraph is detailing a technical finding about lipid removal from DNA samples, building toward a specific consequence or mechanism.  Parallel structure pattern: the sentence describes two simultaneous effects (""lipids are removed and their ability"") implying a paired list of what is lost alongside what is removed — ""ability to hybridize to DNA"" or similar function is strongly expected next.  Final token ""ability"" is mid-phrase, part of ""their ability to [verb],"" requiring an infinitive verb completing what the removed lipids can no longer do, likely ""to hybridize"" or ""to bind."""
27,base,120,0.16475161910057068,0.24576456398622368,0.7542354360137763,-0.16475161910057068,True,0.0,"List-completion pattern: the article enumerates tech giants supporting China's economy; Tencent and Alibaba have been mentioned, strongly implying another company (e.g., Baidu, JD.com) follows as the series continues.  Narrative momentum toward economic optimism: the text builds China's economic resilience through positive indicators, so additional supporting companies will reinforce this optimistic framing.  Final token ""Alibaba,"" is a comma after the first listed tech giant, part of an ongoing enumeration; the next tokens must name another company in the same company-list structure."
28,base,136,0.16179300844669342,0.24135112233797332,0.7586488776620267,-0.16179300844669342,True,0.0,"Explanatory/informational pattern establishing a cause-and-effect explanation for the ash color problem, requiring completion of the removal process description.  Technical domain context: power plant emissions terminology (""air pollution controls,"" ""scrubbers,"" ""flue gas desulphurization"") signals highly specialized environmental engineering vocabulary expected throughout.  Final token ""equipment"" ends an incomplete relative clause mid-thought — ""by equipment"" strongly anticipates a specific noun or noun phrase specifying what type of equipment (e.g., ""that removes sulfur dioxide"" or ""called scrubbers""), continuing the causal explanation of how sulfur dioxide is reduced."
29,base,129,0.6078863739967346,0.9068009800090425,0.09319901999095748,-0.6078863739967346,True,0.0,"Numbered list format (""1. Choosing the right seeds,"" ""2. Choosing the right container"") signals continuation with item ""3. Sowing your seeds,"" requiring sequential garden tips with consistent heading + body structure.  Practical gardening guide tone — conversational yet instructional, with step-by-step advice on growing sunflowers, expects actionable next steps after the container section.  The word ""planting"" ends the sequence as the start of a new section, immediately requiring a period, elaborating sentence explaining how/when to plant seeds into the container, matching prior section's explanatory style."
30,base,133,0.3203861117362976,0.47792885731852564,0.5220711426814744,-0.3203861117362976,True,0.0,"News article structure signals a dateline/date stamp pattern: ""October 22, 201"" is a truncated year requiring 3 digits, almost certainly ""201"" → ""2017"" or similar modern year.  Formal science journalism register maintains objective, factual tone throughout, with institutional credit and technical terminology.  The final token ""201"" is an incomplete 4-digit year within a dateline, immediately constraining the next tokens to complete the year (e.g., ""7"" or ""8""), likely followed by a comma and ""Washington DC."""
31,base,133,0.2533518970012665,0.37793205821904563,0.6220679417809544,-0.2533518970012665,True,0.0,"Biographical/professional CV/artist statement format establishes domain: career narrative with dates, institutions, and geographical movement.  Narrative momentum: the text has been detailing the artist's educational journey (USA → Germany → Austria) and is transitioning to career achievements, with ""performances at... Germany"" beginning a list of international events or exhibitions.  Final token ""Germany"" closes a location phrase (""in Berlin and Germany"") within an ongoing sentence listing professional engagements — next tokens will complete or extend this list, likely continuing with a comma, further locations, or a verb describing what happened during these performances."
32,base,129,0.1905883550643921,0.28430594029342476,0.7156940597065753,-0.1905883550643921,True,0.0,"Technical documentation pattern: step-by-step guide for configuring IPv6 static routes on Debian/Ubuntu, maintaining instructional tone throughout.  Ongoing instruction momentum: the guide is mid-explanation of a method for adding multiple routes; the sentence beginning ""The way I did that was to install the package"" promises a specific package name or command to follow.  Final token ""package"" is the subject of an incomplete clause (""to install the package""), immediately requiring a package name or description — likely a comma then a specific Debian/Ubuntu package name like ""net-tools"" or ""iproute2""."
33,base,124,0.1611957997083664,0.24046024948352138,0.7595397505164786,-0.1611957997083664,True,0.0,"Narrative momentum: article builds from local initiative to broader context, now transitioning to environmental/ecological benefits of urban trees.  Causal explanation pattern: ""trees also help reduce air pollution and cut"" sets up a paired list structure (""and cut..."") requiring a parallel noun phrase like ""air pollution"" or ""traffic congestion.""  Final token ""cut"" is a transitive verb beginning a prepositional phrase (e.g., ""cut down air pollution,"" ""cut down on traffic""), requiring a direct object to complete the parallel with ""reduce air pollution."""
34,base,159,0.3463976979255676,0.5167310625611561,0.4832689374388439,-0.3463976979255676,True,0.0,"Scientific/technical paper abstract format: formal academic register established, expecting continuation of methodology and findings. The phrase ""using 89Zr-labeled N-(2-hydroxypropyl)-β-cyclodextrin as an MRI-based imaging"" signals a contrast or elaboration is coming.  Argumentative momentum: the abstract sets up a contrast between PET's specificity and MRI's poor resolution, building toward presenting the novel compound's imaging capabilities as a solution.  Final token ""imaging"" ends a noun phrase mid-construction, strongly constraining the next token to continue the noun phrase (e.g., ""agent,"" ""marker,"" ""probe"") or begin a relative clause/verb phrase describing the compound's role."
35,base,141,0.2122783362865448,0.3166614874317975,0.6833385125682025,-0.2122783362865448,True,0.0,"Industrial chemical catalog/market report format, listing product descriptions, company names, and specifications for polymeric materials like PAM, PAC, and polyacrylates.  Repetition/continuation pattern: the text cycles through company name introductions, product descriptors, and technical specifications for water treatment chemicals; another product name or compound is expected to complete the list of polyacrylic acid derivatives.  Final token ""polyacrylic acid hydrate,"" is mid-list after ""polyacrylic acid sodium, polyacrylic acid magnesium, polyacrylic acid aluminium hydroxide,"" — a comma signals an additional compound name or descriptor must immediately follow."
36,base,125,0.09783154726028442,0.14593803501162772,0.8540619649883723,-0.09783154726028442,True,0.0,"Project description follow-up: the text transitions from project scope to specific details, signaling enumeration of technical specifications or timeline information.  Structured project documentation pattern: formal tender/contract language with section headers like ""Project duration"" implies a list of standard project sections (e.g., scope, budget, deliverables) will follow.  ""Project duration"" is a section header, and immediately constrains next tokens to be a time frame, deadline, or start/end dates — e.g., ""was 12 months"" or ""started in July 2023."""
37,base,125,0.6909312009811401,1.0306812538816477,-0.030681253881647663,-0.6909312009811401,True,0.0,"Automotive enthusiast forum content mixing personal anecdotes with product reviews, establishing a pattern of casual, conversational tone with enthusiastic exclamations.  The text is mid-sentence introducing a specific car model example (""2020 Ford Mustang GT""), suggesting continued automotive content referencing Mustang-specific features, performance specs, or a follow-up product description.  Final token ""gt"" is a variant of ""GT"" (Gran Tourismo), a proper noun completing a model designation, immediately constraining what follows to either a new sentence continuing the Mustang GT topic or further specification details."
38,base,142,0.2625141739845276,0.39159968115474264,0.6084003188452574,-0.2625141739845276,True,0.0,"Celebrity gossip blog post format, with structured sections like ""Read more"" links and taglines establishing a repetitive, formulaic entertainment news article style.  A film production update is being detailed — ""Kavithaiyum Karupattiyum"" (K.K.K) has its cast listed, with two names given so far, strongly implying more names in the same list structure.  The final token ""Ram"" is mid-cast-list within parentheses ""(Nithiyakumar and V J Ram-"", a truncated actor name requiring completion (likely ""Ramakrishnan"" or similar surname) followed by closing punctuation to close the parenthetical."
39,base,93,0.188919335603714,0.2818162176292264,0.7181837823707736,-0.188919335603714,True,0.0,"Job posting genre following standard HR format: qualifications, skills, then additional requirements — next section continues listing requirements/conditions.  Continuation of structured qualifications/requirements pattern: each bullet or clause introduces a new criterion (age, marital status, nationality, educational background, etc.).  Final token ""In addition"" opens a conjunction clause mid-sentence, requiring continuation listing another qualifying condition or criterion for the position."
40,base,122,0.616201639175415,0.9192050919214161,0.08079490807858392,-0.616201639175415,True,0.0,"Academic journal metadata format, with structured fields (e.g., ""Date: June 13, 2019"", ""Number: 1"") establishing a bibliographic record template.  The copyright/reproduction restrictions notice follows a standard institutional pattern, typically ending with prohibited reproduction details like ""any form"" or ""any medium"" or specific restrictions.  Final token ""in"" begins a prepositional phrase listing permitted/restricted reproduction contexts; immediate next tokens expected are ""any form,"" ""any medium,"" or similar restricted reproduction language."
41,base,137,0.19004356861114502,0.28349326721695484,0.7165067327830452,-0.19004356861114502,True,0.0,"Product specification list pattern: structured list of bullet points detailing technical parameters (e.g., ""- 1920 × 1080p"", ""- 1.5 million pixels"") establishing continuation format.  Domain-specific technical specs: each bullet follows a consistent pattern of ""- [feature]: [value]"" describing camera hardware capabilities, suggesting more specs like resolution, connectivity, or interface follow.  ""Up to"" is a comparative phrase opening a specification range or maximum value, immediately requiring a numerical figure or dimension (e.g., ""160 meters,"" ""2.4 million pixels"") to complete the spec."
42,base,157,0.41221633553504944,0.6149145515160488,0.3850854484839512,-0.41221633553504944,True,0.0,"Structured table of contents with hierarchical section headers (e.g., ""1. The Cell, 2.1. Structure and Organisation, 2.2. Plant Virology"") — a consistent two-digit/subordinate-numbering pattern dominates, predicting further subsection entries.  The document is a textbook index/reference list for Plant and Environmental Science students, maintaining formal academic vocabulary throughout with precise subject-specific terminology.  Final token ""Path"" is a truncated word mid-table entry, part of the sequence ""3. Microbial Path"" — almost certainly completing as ""ology"" or ""ology and Plant Immune Responses,"" consistent with the preceding section label ""3. Microbial Pathology and Plant Immune Responses"" already seen above."
43,base,147,0.1702805757522583,0.25401226211640876,0.7459877378835913,-0.1702805757522583,True,0.0,"Academic dissertation abstract structure: after introducing methodology and data, the text transitions to a discussion/contribution statement, signaling elaboration on thermal measurements' importance.  Narrative/argumentative momentum: the abstract builds from motivation (reliability importance) to methodology to now addressing a specific research gap — ""measurements on the wall temperature represent"" sets up a definitional or evaluative claim about their significance or challenge.  Final token ""represent"" is a linking verb beginning a predicate, requiring a noun phrase or adjective complement immediately next — likely describing what wall temperature measurements represent in the context, e.g., ""a critical diagnostic tool"" or ""an essential but challenging parameter."""
44,base,111,0.4251939654350281,0.6342736423180388,0.36572635768196116,-0.4251939654350281,True,0.0,"Journalistic/informational article about women and mental health in construction, establishing a research-supported problem-solution structure throughout.  The article builds to a call-to-action section (comments box with prompt), signaling a closing engagement prompt to readers.  Final token ""article"" completes a standard comments section prompt phrase (""Add your own comment to this article""), which is the conventional closing formula for opinion/comment sections; next tokens likely begin a new paragraph, additional comment form fields, or a related article/link."
45,base,106,0.2378455400466919,0.3548007950681236,0.6451992049318764,-0.2378455400466919,True,0.0,"User is sharing a personal device setup preference, contrasting two UI options, implying a positive recommendation is underway.  The structure ""instead of [X] I use [Y]"" signals a contrast favoring Android's default clock interface over the mentioned alternative (Faceroid).  Final token ""the"" opens a noun phrase describing what Android provides — the next word must be a specific UI component or app name, likely ""default clock"" or similar interface reference completing the contrast."
46,base,112,0.15545514225959778,0.23189675139717084,0.7681032486028292,-0.15545514225959778,True,0.0,"Ongoing narrative review of a Las Vegas travel experience, listing sequential activities at the resort's golf course (putting green, practice range, driving range).  Repetition/continuation pattern: each activity described with action → outcome structure (""We played... We hit..."").  Final token ""P"" is the beginning of a place name (likely ""Parker"" or similar location), completing the phrase ""drive from downtown Las Vegas to P[arker],"" part of a geographic description mid-sentence."
47,base,105,0.11100365221500397,0.1655872296517198,0.8344127703482802,-0.11100365221500397,True,0.0,"Narrative momentum: article builds toward a forward-looking conclusion about Canadian companies leading in space mining/satellite technology.  Domain context: technical satellite/communications industry writing with policy implications, establishing Canadian leadership in emerging space domains.  Final token ""in"" opens a prepositional phrase completing ""Canadian companies will be leading in [Noun Phrase],"" requiring a specific domain noun like ""space mining,"" ""satellite communications,"" or ""developing next-generation satellite technology."""
48,base,134,0.2257165014743805,0.3367075715078953,0.6632924284921047,-0.2257165014743805,True,0.0,"Product listing format with structured specifications (name, price, description, details) signals a closing call-to-action section is beginning. The text follows a commercial retail page pattern.  The phrase ""If you have any other questions about the product,"" is a standard CTA clause that almost always completes with a suggestion like ""feel free to ask"" or ""please contact us.""  Final token ""product,"" is the end of a conditional subordinate clause opening; grammatically and commercially, the immediate next tokens must provide the main clause's response, e.g., ""please contact us"" or ""feel free to reach out."""
49,base,133,0.2977767288684845,0.4442018132212307,0.5557981867787694,-0.2977767288684845,True,0.0,"Enumerated list structure with bolded bullet points (e.g., ""A weakened immune system"") establishes a pattern of health-related risk factors. More risk factors are expected to follow this format.  Content domain signals: article systematically covers HIV/AIDS symptoms and risk factors, with the current section (""What Increases Your Risk for HIV Infection?"") requiring specific medical risk factors for HIV transmission.  Final token ends mid-sentence after ""HIV infection."" — a period closes this introductory clause, signaling the next tokens should continue with another bolded bullet point or risk factor, parallel to ""A weakened immune system."""
50,base,108,0.24736036360263824,0.3689943215135636,0.6310056784864364,-0.24736036360263824,True,0.0,"Biographical narrative structure: article profiles Schuler's career, moving chronologically from college to NFL, so his current team affiliation is expected next.  The sentence begun with ""He joined the"" promises completion with Schuler's current NFL team (Bengals or another organization), requiring proper noun identification.  Final token ""the"" is a definite article beginning a noun phrase, immediately requiring a specific NFL team name (e.g., ""Bengals"") as its head noun."
51,base,159,0.24300871789455414,0.36250285080202566,0.6374971491979744,-0.24300871789455414,True,0.0,"Financial data pattern: the text lists year-over-year revenue figures, e.g., ""up 16 percent to $47.3 billion,"" ""up 6 percent to $13.7 billion,"" establishing a repetition template of percentage increase followed by dollar amount.  Narrative momentum: the revenue section has been systematically listing business segments (enterprise, government, consumer electronics, mobile broadband, mobile services, mobile handsets); all segments have been covered, and the sentence structure signals the final figure is being provided.  Final token ""were"" opens a past-tense predicate completing the mobile handsets revenue figure clause, directly requiring a dollar amount and percentage increase (likely following the ""up X percent"" pattern used consistently throughout)."
52,base,128,0.2508426308631897,0.37418891625955214,0.6258110837404478,-0.2508426308631897,True,0.0,"News report structure following inverted pyramid: headline summary done, now detailed factual elaboration expected, covering construction status, financial delays, or government response.  Chronological/progressive narrative momentum: the text traces a timeline (""since 2009"") and ""design works were terminated,"" implying a contrast between intended progress and actual status requiring elaboration.  Final token ""works"" ends mid-clarification after ""design works were terminated"" — a clause requiring grammatical completion, likely specifying the reason/when/how, e.g., ""without completion"" or ""due to."""
53,base,124,0.3055621385574341,0.4558155249899194,0.5441844750100806,-0.3055621385574341,True,0.0,"Ongoing news article about Ukraine's nuclear power plant expansion, establishing factual/infomatic register throughout. The article is detailing VVER reactor specifics and construction details.  Narrative momentum: the article has introduced the 600MWe units and is now providing technical specifications, requiring reactor type (VVER) and capacity details to follow.  Final token ""both"" introduces a paired construction (""both [reactor type]""), requiring a noun complement immediately — almost certainly ""VVER reactors"" or similar, completing the parallel reference to the units just named."
54,base,127,0.2866379916667938,0.42758584970794006,0.5724141502920599,-0.2866379916667938,True,0.0,"Historical narrative momentum: the scene sets up an investigation into a ""great crisis"" affecting the frontier, requiring its subject and cause to be named.  Literary/fictional register: prose novel describing character's thoughts (""what was going""), suggesting continuation in third-person limited or omniscient narrator style.  Final token ""going"" is part of the phrase ""what was going [to happen/on]"" — a standard construction requiring completion with an infinitive (""to happen"") or continuation of the crisis subject (e.g., ""to change,"" ""on in the world"")."
55,base,123,0.5294411778450012,0.7897821031427953,0.2102178968572047,-0.5294411778450012,True,0.0,"Photo caption series pattern: short captions describe rail scenes with visual details, establishing rhythmic, evocative prose style throughout.  Narrative/visual continuity: each caption builds a distinct rail scene; the next entry likely describes another unique train, track, or station scenario, possibly referencing ""Olive Branch"" or a new location.  Final token ""passing"" closes a scene about a train passing a signal; the series suggests the next token begins a new caption, likely a location name, a subject noun, or a verb initiating another photographic moment."
